Match ID;Region;Team;Pick;pick rival;pick Decider;Orden pick;Gano mapa Propio;gano mapa Rival;gano Decider;pick propio Pistol atk;Pick propio Pistol def;pick propio Atk propio;pick propio Defensa propia;pick propio Atk rival;pick propio Def rival;pick rival Pistol Atk;pick rival Pisto Def;pick rival Atk propio;pick rival Defensa propia; pick rival Atk rival;pick rival  Def rival;pick decider Pistol Atk;pick decider Pisto Def;pick decider Atk propio;pick decider Defensa propia;pick decider Atk rival;pick decider Def rival;Torneo;Stats equipo;;;;;;;;;;;
M-34;EMEA;Fnatic;Lotus;Split;Icebox;FALSE;0;0;1;0;0;3;5;7;6;0;1;4;5;7;6;0;0;10;4;9;3;LOCK//IN;5.78;;;;;;0;;3;5;7;6
M-34;Americas;LOUD;Split;Lotus;Icebox;FALSE;1;1;0;0;1;7;6;4;5;1;1;7;6;3;5;1;1;9;3;10;4;LOCK//IN;5.61;;;;;;0;;7;6;4;5
M-35;Americas;100 Thieves;Split;Fracture;Ascent;2do;1;0;0;1;1;6;8;5;7;1;1;5;6;6;7;0;0;8;4;9;5;Americas;5.55;;;;;;0;;6;8;5;7
M-35;Americas;Sentinels;Fracture;Split;Ascent;1ro;1;0;1;0;0;6;7;5;6;0;0;5;7;6;8;1;1;9;5;8;4;Americas;5.88;;;;;;1;;6;7;5;6
M-36;Americas;FURIA;Ascent;Split;Haven;2do;1;1;No jugado;0;1;7;6;0;5;1;1;7;6;6;5;;;0;0;0;0;Americas;5.42;;;;;;0;;7;6;0;5
M-36;Americas;KRU;Split;Ascent;Haven;1ro;0;0;No jugado;0;0;6;5;7;6;0;1;0;5;7;6;0;0;0;0;0;0;Americas;5.46;;;;;;0;;6;5;7;6
M-37;Americas;mibr;Lotus;Split;Haven;2do;1;0;0;0;1;6;7;5;6;0;0;4;1;5;8;0;0;7;4;8;5;Americas;5.43;;;;;;1;;6;7;5;6
M-37;Americas;LOUD;Split;Lotus;Haven;1ro;1;0;1;1;1;5;8;4;1;0;1;5;6;6;7;1;1;8;5;7;4;Americas;5.61;;;;;;0;;5;8;4;1
M-38;Americas;Cloud9;Fracture;Pearl;Split;2do;1;1;No jugado;0;0;8;5;5;4;0;0;3;10;2;9;;;0;0;0;0;Americas;5.78;;;;;;1;;8;5;5;4
M-38;Americas;Evil Genius;Pearl;Fracture;Split;1ro;0;0;No jugado;1;1;2;9;3;10;1;1;5;4;8;5;0;0;0;0;0;0;Americas;5.57;;;;;;0;;2;9;3;10
M-39;Americas;NRG;Lotus;Pearl;Split;2do;0;0;No jugado;0;0;4;0;5;8;1;1;6;5;7;6;;;0;0;0;0;Americas;5.25;;;;;;0;;4;0;5;8
M-39;Americas;Leviatan;Pearl;Lotus;Split;1ro;1;1;No jugado;0;0;7;6;6;5;1;1;5;8;4;0;0;0;0;0;0;0;Americas;5.47;;;;;;0;;7;6;6;5
M-40;Americas;LOUD;Ascent;Split;Pearl;2do;1;0;1;0;0;9;4;5;3;0;0;3;4;8;5;0;1;5;8;4;3;Americas;5.61;;;;;;1;;9;4;5;3
M-40;Americas;Cloud9;Split;Ascent;Pearl;1ro;1;0;0;1;1;8;5;3;4;1;1;5;3;9;4;0;1;4;3;5;8;Americas;5.78;;;;;;0;;8;5;3;4
M-41;Americas;FURIA;Icebox;Pearl;Ascent;2do;1;0;1;1;1;10;3;3;2;1;0;9;2;10;3;0;1;3;10;1;9;Americas;5.42;;;;;;1;;10;3;3;2
M-41;Americas;Leviatan;Pearl;Icebox;Ascent;1ro;1;0;0;1;0;10;3;9;2;0;0;3;2;10;3;0;1;1;9;3;10;Americas;5.47;;;;;;1;;10;3;9;2
M-42;Americas;NRG;Icebox;Lotus;Pearl;2do;1;1;No jugado;1;1;3;10;2;0;1;0;9;4;7;3;;;0;0;0;0;Americas;5.25;;;;;;1;;3;10;2;0
M-42;Americas;Sentinels;Lotus;Icebox;Pearl;1ro;0;0;No jugado;1;0;7;3;9;4;0;0;2;0;3;10;0;0;0;0;0;0;Americas;5.88;;;;;;1;;7;3;9;4
M-43;Americas;mibr;Lotus;Ascent;Pearl;2do;1;0;1;1;0;9;4;8;3;0;1;2;7;5;8;0;0;8;6;7;5;Americas;5.43;;;;;;0;;9;4;8;3
M-43;Americas;KRU;Ascent;Lotus;Pearl;1ro;1;0;0;0;1;5;8;2;7;1;0;8;3;9;4;1;1;7;5;8;6;Americas;5.46;;;;;;1;;5;8;2;7
M-44;Americas;100 Thieves;Icebox;Haven;Fracture;2do;1;1;No jugado;0;1;9;4;2;3;0;1;6;7;3;6;;;0;0;0;0;Americas;5.55;;;;;;0;;9;4;2;3
M-44;Americas;Evil Genius;Haven;Icebox;Fracture;1ro;0;0;No jugado;0;1;3;6;6;7;0;1;2;3;9;4;0;0;0;0;0;0;Americas;5.57;;;;;;0;;3;6;6;7
M-45;EMEA;KOI;Lotus;Ascent;Split;2do;1;1;No jugado;0;1;6;14;5;13;1;0;5;8;4;3;;;0;0;0;0;EMEA;5.49;;;;;;1;;6;14;5;13
M-45;EMEA;Navi;Ascent;Lotus;Split;1ro;0;0;No jugado;1;0;4;3;5;8;0;1;5;13;6;14;0;0;0;0;0;0;EMEA;5.49;;;;;;0;;4;3;5;8
M-46;EMEA;Giants;Split;Icebox;Ascent;2do;0;0;No jugado;1;0;6;5;7;6;0;0;2;1;3;10;;;0;0;0;0;EMEA;5.77;;;;;;1;;6;5;7;6
M-46;EMEA;Fnatic;Icebox;Split;Ascent;1ro;1;1;No jugado;1;1;3;10;2;1;1;0;7;6;6;5;0;0;0;0;0;0;EMEA;5.78;;;;;;1;;3;10;2;1
M-47;EMEA;Fut;Lotus;Pearl;Ascent;2do;1;1;No jugado;1;1;9;4;8;1;1;1;3;10;2;2;;;0;0;0;0;EMEA;5.39;;;;;;0;;9;4;8;1
M-47;EMEA;Heretics;Pearl;Lotus;Ascent;1ro;0;0;No jugado;0;0;2;2;3;10;0;0;8;1;9;4;0;0;0;0;0;0;EMEA;5.26;;;;;;1;;2;2;3;10
M-48;EMEA;Liquid;Fracture;Haven;Lotus;2do;1;0;0;1;1;3;10;2;0;1;0;3;3;9;4;0;0;3;7;5;8;EMEA;5.33;;;;;;1;;3;10;2;0
M-48;EMEA;Vitality;Haven;Fracture;Lotus;1ro;1;0;1;1;0;9;4;3;3;0;0;2;0;3;10;1;1;5;8;3;7;EMEA;5.43;;;;;;1;;9;4;3;3
M-49;EMEA;Giants;Split;Icebox;Pearl;2do;0;1;0;1;1;6;7;7;8;1;1;7;10;6;9;0;0;5;2;6;7;EMEA;5.77;;;;;;0;;6;7;7;8
M-49;EMEA;Navi;Icebox;Split;Pearl;1ro;0;1;1;0;0;6;9;7;10;0;0;7;8;6;7;1;1;6;7;5;2;EMEA;5.49;;;;;;1;;6;9;7;10
M-50;EMEA;Karmine Corp;Split;Icebox;Lotus;2do;1;1;No jugado;1;1;9;4;8;3;0;0;7;12;6;11;;;0;0;0;0;EMEA;5.04;;;;;;1;;9;4;8;3
M-50;EMEA;BBL;Icebox;Split;Lotus;1ro;0;0;No jugado;1;1;6;11;7;12;0;0;8;3;9;4;0;0;0;0;0;0;EMEA;5.31;;;;;;1;;6;11;7;12
M-51;EMEA;Liquid;Split;Lotus;Ascent;2do;1;0;1;0;1;7;6;1;5;0;0;5;5;7;6;1;1;6;7;0;6;EMEA;5.33;;;;;;1;;7;6;1;5
M-51;EMEA;Fut;Lotus;Split;Ascent;1ro;1;0;0;1;1;7;6;5;5;0;1;1;5;7;6;0;0;0;6;6;7;EMEA;5.39;;;;;;0;;7;6;5;5
M-52;EMEA;KOI;Fracture;Split;Lotus;2do;0;0;No jugado;0;1;5;8;6;9;0;0;7;2;8;5;;;0;0;0;0;EMEA;5.49;;;;;;1;;5;8;6;9
M-52;EMEA;Vitality;Split;Fracture;Lotus;1ro;1;1;No jugado;1;1;8;5;7;2;0;1;6;9;5;8;0;0;0;0;0;0;EMEA;5.43;;;;;;0;;8;5;7;2
M-53;EMEA;Fnatic;Haven;Ascent;Split;2do;1;0;1;0;1;5;8;4;5;0;1;3;3;9;4;0;0;6;7;5;6;EMEA;5.78;;;;;;0;;5;8;4;5
M-53;EMEA;BBL;Ascent;Haven;Split;1ro;1;0;0;0;1;9;4;3;3;0;1;4;5;5;8;1;1;5;6;6;7;EMEA;5.31;;;;;;0;;9;4;3;3
M-54;EMEA;Karmine Corp;Split;Icebox;Lotus;2do;0;0;No jugado;0;0;2;0;3;10;1;0;2;3;9;4;;;0;0;0;0;EMEA;5.04;;;;;;1;;2;0;3;10
M-54;EMEA;Heretics;Icebox;Split;Lotus;1ro;1;1;No jugado;1;0;9;4;2;3;1;1;3;10;2;0;0;0;0;0;0;0;EMEA;5.26;;;;;;0;;9;4;2;3
M-55;EMEA;Vitality;Haven;Lotus;Icebox;2do;0;0;No jugado;1;0;5;5;6;7;0;0;1;3;9;4;;;0;0;0;0;EMEA;5.43;;;;;;1;;5;5;6;7
M-55;EMEA;Fut;Lotus;Haven;Icebox;1ro;1;1;No jugado;1;1;9;4;1;3;1;0;6;7;5;5;0;0;0;0;0;0;EMEA;5.39;;;;;;1;;9;4;1;3
M-56;EMEA;Navi;Fracture;Ascent;Split;2do;1;1;No jugado;1;1;6;7;2;6;1;0;7;6;6;4;;;0;0;0;0;EMEA;5.49;;;;;;1;;6;7;2;6
M-56;EMEA;BBL;Ascent;Fracture;Split;1ro;0;0;No jugado;1;0;6;4;7;6;0;0;2;6;6;7;0;0;0;0;0;0;EMEA;5.31;;;;;;1;;6;4;7;6
M-57;EMEA;Heretics;Ascent;Icebox;Fracture;2do;0;0;No jugado;0;1;5;1;7;6;0;0;3;0;4;9;;;0;0;0;0;EMEA;5.26;;;;;;1;;5;1;7;6
M-57;EMEA;Fnatic;Icebox;Ascent;Fracture;1ro;1;1;No jugado;1;1;4;9;3;0;0;1;7;6;5;1;0;0;0;0;0;0;EMEA;5.78;;;;;;0;;4;9;3;0
M-58;EMEA;Karmine Corp;Split;Ascent;Lotus;2do;0;0;No jugado;0;1;0;2;1;12;0;1;1;4;8;5;;;0;0;0;0;EMEA;5.04;;;;;;0;;0;2;1;12
M-58;EMEA;Liquid;Ascent;Split;Lotus;1ro;1;1;No jugado;0;1;8;5;1;4;0;1;1;12;0;2;0;0;0;0;0;0;EMEA;5.33;;;;;;0;;8;5;1;4
M-59;EMEA;KOI;Ascent;Lotus;Icebox;2do;0;0;No jugado;1;0;4;7;5;8;0;0;1;0;2;11;;;0;0;0;0;EMEA;5.49;;;;;;1;;4;7;5;8
M-59;EMEA;Giants;Lotus;Ascent;Icebox;1ro;1;1;No jugado;1;1;2;11;1;0;1;0;5;8;4;7;0;0;0;0;0;0;EMEA;5.77;;;;;;1;;2;11;1;0
M-60;EMEA;Heretics;Lotus;Pearl;Ascent;2do;1;0;0;1;0;10;3;7;2;0;0;0;3;9;4;0;1;1;1;2;11;EMEA;5.26;;;;;;1;;10;3;7;2
M-60;EMEA;Navi;Pearl;Lotus;Ascent;1ro;1;0;1;1;1;9;4;0;3;1;0;7;2;10;3;0;1;2;11;1;1;EMEA;5.49;;;;;;1;;9;4;0;3
M-61;Pacific;Zeta Division;Pearl;Ascent;Haven;2do;0;0;No jugado;1;0;4;1;11;2;0;1;1;4;8;5;;;0;0;0;0;Pacific;5.21;;;;;;0;;4;1;11;2
M-61;Pacific;DRX;Ascent;Pearl;Haven;1ro;1;1;No jugado;0;1;8;5;1;4;1;0;11;2;4;1;0;0;0;0;0;0;Pacific;5.42;;;;;;1;;8;5;1;4
M-62;Pacific;T1;Haven;Pearl;Lotus;2do;0;1;1;1;0;2;2;10;3;0;1;4;9;3;5;0;1;5;8;4;3;Pacific;5.29;;;;;;0;;2;2;10;3
M-62;Pacific;Global;Pearl;Haven;Lotus;1ro;0;1;0;0;1;3;5;4;9;1;0;10;3;2;2;0;1;4;3;5;8;Pacific;5.75;;;;;;1;;3;5;4;9
M-63;Pacific;DFM;Lotus;Pearl;Fracture;2do;0;0;No jugado;1;0;6;5;7;6;0;1;3;2;4;9;;;0;0;0;0;Pacific;5.77;;;;;;0;;6;5;7;6
M-63;Pacific;Paper Rex;Pearl;Lotus;Fracture;1ro;1;1;No jugado;0;1;4;9;3;2;1;0;7;6;6;5;0;0;0;0;0;0;Pacific;5.86;;;;;;1;;4;9;3;2
M-64;Pacific;Team Secret;Icebox;Ascent;Fracture;2do;0;1;1;0;0;3;5;4;9;1;1;5;8;4;1;1;1;10;3;1;2;Pacific;5.37;;;;;;0;;3;5;4;9
M-64;Pacific;Talon;Ascent;Icebox;Fracture;1ro;0;1;0;0;0;4;1;5;8;1;1;4;9;3;5;0;0;1;2;10;3;Pacific;5.27;;;;;;0;;4;1;5;8
M-65;Pacific;Rex Regnum;Lotus;Fracture;Haven;2do;0;0;No jugado;1;1;2;4;8;5;0;1;5;4;8;5;;;0;0;0;0;Pacific;5.44;;;;;;0;;2;4;8;5
M-65;Pacific;Gen.G;Fracture;Lotus;Haven;1ro;1;1;No jugado;0;1;8;5;5;4;0;0;8;5;2;4;0;0;0;0;0;0;Pacific;5.38;;;;;;1;;8;5;5;4
M-66;Pacific;Rex Regnum;Ascent;Haven;Lotus;2do;0;1;0;1;0;4;6;6;7;0;1;4;9;3;7;0;1;0;5;7;6;Pacific;5.44;;;;;;0;;4;6;6;7
M-66;Pacific;Zeta Division;Haven;Ascent;Lotus;1ro;0;1;1;0;1;3;7;4;9;1;0;6;7;4;6;0;1;7;6;0;5;Pacific;5.21;;;;;;1;;3;7;4;9
M-67;Pacific;Talon;Haven;Ascent;Lotus;2do;0;0;No jugado;0;0;3;3;9;4;0;0;4;4;8;5;;;0;0;0;0;Pacific;5.27;;;;;;1;;3;3;9;4
M-67;Pacific;T1;Ascent;Haven;Lotus;1ro;1;1;No jugado;1;1;8;5;4;4;1;1;9;4;3;3;0;0;0;0;0;0;Pacific;5.29;;;;;;0;;8;5;4;4
M-68;Pacific;Team Secret;Fracture;Haven;Split;2do;1;0;1;0;1;5;8;4;7;1;1;5;6;6;7;1;1;8;5;7;3;Pacific;5.37;;;;;;0;;5;8;4;7
M-68;Pacific;Paper Rex;Haven;Fracture;Split;1ro;1;0;0;0;0;6;7;5;6;0;1;4;7;5;8;0;0;7;3;8;5;Pacific;5.86;;;;;;0;;6;7;5;6
M-69;Pacific;Gen.G;Fracture;Lotus;Pearl;2do;0;1;1;0;0;0;4;8;5;0;1;5;8;1;7;1;1;8;5;7;1;Pacific;5.38;;;;;;0;;0;4;8;5
M-69;Pacific;DFM;Lotus;Fracture;Pearl;1ro;0;1;0;0;1;1;7;5;8;1;1;8;5;0;4;0;0;7;1;8;5;Pacific;5.77;;;;;;0;;1;7;5;8
M-70;Pacific;Global;Split;Haven;Pearl;2do;0;0;No jugado;0;1;7;8;8;9;1;1;5;6;6;7;;;0;0;0;0;Pacific;5.75;;;;;;0;;7;8;8;9
M-70;Pacific;DRX;Haven;Split;Pearl;1ro;1;1;No jugado;0;0;6;7;5;6;0;1;8;9;7;8;0;0;0;0;0;0;Pacific;5.42;;;;;;0;;6;7;5;6
M-71;Pacific;DFM;Pearl;Haven;Ascent;2do;0;0;No jugado;0;0;3;4;4;9;0;1;2;2;3;10;;;0;0;0;0;Pacific;5.77;;;;;;0;;3;4;4;9
M-71;Pacific;Rex Regnum;Haven;Pearl;Ascent;1ro;1;1;No jugado;0;1;3;10;2;2;1;1;4;9;3;4;0;0;0;0;0;0;Pacific;5.44;;;;;;0;;3;10;2;2
M-72;Pacific;Paper Rex;Fracture;Pearl;Lotus;2do;1;1;No jugado;0;1;7;6;1;3;1;0;11;2;2;1;;;0;0;0;0;Pacific;5.86;;;;;;1;;7;6;1;3
M-72;Pacific;T1;Pearl;Fracture;Lotus;1ro;0;0;No jugado;1;0;2;1;11;2;0;1;1;3;7;6;0;0;0;0;0;0;Pacific;5.29;;;;;;0;;2;1;11;2
M-73;Pacific;Zeta Division;Ascent;Pearl;Haven;2do;1;0;1;0;0;6;8;5;7;0;1;3;6;4;9;1;0;5;8;4;4;Pacific;5.21;;;;;;0;;6;8;5;7
M-73;Pacific;Global;Pearl;Ascent;Haven;1ro;1;0;0;0;1;4;9;3;6;1;1;5;7;6;8;1;0;4;4;5;8;Pacific;5.75;;;;;;0;;4;9;3;6
M-74;Pacific;DRX;Pearl;Split;Ascent;2do;1;1;No jugado;0;1;6;7;5;5;0;1;2;11;1;2;;;0;0;0;0;Pacific;5.42;;;;;;0;;6;7;5;5
M-74;Pacific;Talon;Split;Pearl;Ascent;1ro;0;0;No jugado;0;1;1;2;2;11;0;1;5;5;6;7;0;0;0;0;0;0;Pacific;5.27;;;;;;0;;1;2;2;11
M-75;Pacific;Team Secret;Fracture;Haven;Lotus;2do;0;0;No jugado;0;1;5;6;6;7;0;0;3;5;7;6;;;0;0;0;0;Pacific;5.37;;;;;;1;;5;6;6;7
M-75;Pacific;Gen.G;Haven;Fracture;Lotus;1ro;1;1;No jugado;1;1;7;6;3;5;0;1;6;7;5;6;0;0;0;0;0;0;Pacific;5.38;;;;;;0;;7;6;3;5
M-76;EMEA;KOI;Ascent;Icebox;Haven;2do;0;0;No jugado;1;1;6;3;7;6;1;0;5;1;6;7;;;0;0;0;0;EMEA;5.49;;;;;;1;;6;3;7;6
M-76;EMEA;Fut;Icebox;Ascent;Haven;1ro;1;1;No jugado;1;0;6;7;5;1;0;0;7;6;6;3;0;0;0;0;0;0;EMEA;5.39;;;;;;1;;6;7;5;1
M-77;EMEA;Fnatic;Haven;Lotus;Fracture;2do;1;1;No jugado;0;1;6;7;0;6;1;0;11;2;5;1;;;0;0;0;0;EMEA;5.78;;;;;;1;;6;7;0;6
M-77;EMEA;Liquid;Lotus;Haven;Fracture;1ro;0;0;No jugado;1;0;5;1;11;2;0;1;0;6;6;7;0;0;0;0;0;0;EMEA;5.33;;;;;;0;;5;1;11;2
M-78;EMEA;Giants;Split;Icebox;Fracture;2do;1;1;No jugado;0;1;9;4;0;3;0;1;6;7;5;5;;;0;0;0;0;EMEA;5.77;;;;;;0;;9;4;0;3
M-78;EMEA;BBL;Icebox;Split;Fracture;1ro;0;0;No jugado;0;1;5;5;6;7;0;1;0;3;9;4;0;0;0;0;0;0;EMEA;5.31;;;;;;0;;5;5;6;7
M-79;EMEA;Vitality;Split;Ascent;Lotus;2do;1;1;No jugado;1;0;11;2;5;1;1;1;3;10;2;0;;;0;0;0;0;EMEA;5.43;;;;;;0;;11;2;5;1
M-79;EMEA;Karmine Corp;Ascent;Split;Lotus;1ro;0;0;No jugado;0;0;2;0;3;10;1;0;5;1;11;2;0;0;0;0;0;0;EMEA;5.04;;;;;;1;;2;0;3;10
M-80;Pacific;Paper Rex;Split;Ascent;Fracture;2do;0;0;No jugado;0;1;5;5;6;7;1;0;2;3;9;4;;;0;0;0;0;Pacific;5.86;;;;;;1;;5;5;6;7
M-80;Pacific;DRX;Ascent;Split;Fracture;1ro;1;1;No jugado;1;0;9;4;2;3;0;1;6;7;5;5;0;0;0;0;0;0;Pacific;5.42;;;;;;0;;9;4;2;3
M-81;Pacific;Rex Regnum;Split;Icebox;Haven;2do;0;1;No jugado;1;0;5;2;10;3;1;0;6;7;5;5;;;0;0;0;0;Pacific;5.44;;;;;;1;;5;2;10;3
M-81;Pacific;Team Secret;Icebox;Split;Haven;1ro;0;1;No jugado;1;0;5;5;6;7;1;0;10;3;5;2;0;0;0;0;0;0;Pacific;5.37;;;;;;1;;5;5;6;7
M-82;Pacific;Gen.G;Haven;Ascent;Lotus;2do;1;1;No jugado;1;1;7;6;0;5;0;0;4;9;3;2;;;0;0;0;0;Pacific;5.38;;;;;;1;;7;6;0;5
M-82;Pacific;T1;Ascent;Haven;Lotus;1ro;0;0;No jugado;1;1;3;2;4;9;0;0;0;5;7;6;0;0;0;0;0;0;Pacific;5.29;;;;;;1;;3;2;4;9
M-83;Pacific;DFM;Haven;Ascent;Pearl;2do;0;0;No jugado;1;0;2;3;9;4;0;0;7;2;10;3;;;0;0;0;0;Pacific;5.77;;;;;;1;;2;3;9;4
M-83;Pacific;Zeta Division;Ascent;Haven;Pearl;1ro;1;1;No jugado;1;1;10;3;7;2;1;0;9;4;2;3;0;0;0;0;0;0;Pacific;5.21;;;;;;1;;10;3;7;2
M-84;Pacific;Talon;Icebox;Split;Haven;2do;0;0;No jugado;0;0;6;5;7;6;0;1;3;3;4;9;;;0;0;0;0;Pacific;5.27;;;;;;0;;6;5;7;6
M-84;Pacific;Global;Split;Icebox;Haven;1ro;1;1;No jugado;0;1;4;9;3;3;1;1;7;6;6;5;0;0;0;0;0;0;Pacific;5.75;;;;;;0;;4;9;3;3
M-85;Americas;100 Thieves;Ascent;Lotus;Haven;2do;0;0;No jugado;0;1;4;8;5;9;0;0;4;3;5;8;;;0;0;0;0;Americas;5.55;;;;;;1;;4;8;5;9
M-85;Americas;Cloud9;Lotus;Ascent;Haven;1ro;1;1;No jugado;1;1;5;8;4;3;0;1;5;9;4;8;0;0;0;0;0;0;Americas;5.78;;;;;;0;;5;8;4;3
M-86;Americas;mibr;Pearl;Icebox;Split;2do;0;1;1;0;0;10;4;11;5;0;1;7;6;6;4;0;1;7;9;6;8;Americas;5.43;;;;;;0;;10;4;11;5
M-86;Americas;NRG;Icebox;Pearl;Split;1ro;0;1;0;0;1;6;4;7;6;1;1;11;5;10;4;0;1;6;8;7;9;Americas;5.25;;;;;;0;;6;4;7;6
M-87;Americas;Leviatan;Ascent;Split;Pearl;2do;0;1;1;0;0;5;6;6;7;1;0;8;6;7;5;0;1;3;10;2;2;Americas;5.47;;;;;;1;;5;6;6;7
M-87;Americas;Sentinels;Split;Ascent;Pearl;1ro;0;1;0;1;0;7;5;8;6;1;1;6;7;5;6;0;1;2;2;3;10;Americas;5.88;;;;;;0;;7;5;8;6
M-88;Americas;KRU;Ascent;Pearl;Fracture;2do;1;0;0;0;0;4;9;3;8;1;0;9;2;10;3;1;1;5;2;6;7;Americas;5.46;;;;;;1;;4;9;3;8
M-88;Americas;Evil Genius;Pearl;Ascent;Fracture;1ro;1;0;1;1;0;10;3;9;2;1;1;3;8;4;9;0;0;6;7;5;2;Americas;5.57;;;;;;0;;10;3;9;2
M-89;Americas;FURIA;Icebox;Split;Ascent;2do;0;0;No jugado;0;0;0;4;8;5;1;0;3;6;6;7;;;0;0;0;0;Americas;5.42;;;;;;1;;0;4;8;5
M-89;Americas;LOUD;Split;Icebox;Ascent;1ro;1;1;No jugado;1;0;6;7;3;6;1;1;8;5;0;4;0;0;0;0;0;0;Americas;5.61;;;;;;0;;6;7;3;6
M-90;EMEA;Heretics;Fracture;Split;Icebox;2do;0;0;No jugado;0;0;5;10;6;11;1;0;6;2;10;3;;;0;0;0;0;EMEA;5.26;;;;;;1;;5;10;6;11
M-90;EMEA;Liquid;Split;Fracture;Icebox;1ro;1;1;No jugado;1;0;10;3;6;2;1;1;6;11;5;10;0;0;0;0;0;0;EMEA;5.33;;;;;;0;;10;3;6;2
M-91;EMEA;Giants;Split;Icebox;Ascent;2do;1;1;No jugado;1;1;8;5;7;4;0;0;3;10;2;3;;;0;0;0;0;EMEA;5.77;;;;;;1;;8;5;7;4
M-91;EMEA;Fut;Icebox;Split;Ascent;1ro;0;0;No jugado;1;1;2;3;3;10;0;0;7;4;8;5;0;0;0;0;0;0;EMEA;5.39;;;;;;1;;2;3;3;10
M-92;Americas;Sentinels;Haven;Pearl;Ascent;2do;0;1;0;1;0;6;5;7;6;0;1;7;6;1;5;0;0;3;5;4;9;Americas;5.88;;;;;;0;;6;5;7;6
M-92;Americas;LOUD;Pearl;Haven;Ascent;1ro;0;1;1;0;1;1;5;7;6;1;0;7;6;6;5;1;1;4;9;3;5;Americas;5.61;;;;;;1;;1;5;7;6
M-93;Americas;mibr;Icebox;Pearl;Split;2do;0;0;No jugado;0;0;2;1;3;10;0;0;2;2;3;10;;;0;0;0;0;Americas;5.43;;;;;;1;;2;1;3;10
M-93;Americas;Leviatan;Pearl;Icebox;Split;1ro;1;1;No jugado;1;1;3;10;2;2;1;1;3;10;2;1;0;0;0;0;0;0;Americas;5.47;;;;;;0;;3;10;2;2
M-94;Americas;100 Thieves;Split;Ascent;Fracture;2do;1;0;1;0;1;4;9;3;8;0;0;3;1;4;9;1;1;5;8;4;1;Americas;5.55;;;;;;1;;4;9;3;8
M-94;Americas;KRU;Ascent;Split;Fracture;1ro;1;0;0;1;1;4;9;3;1;0;1;3;8;4;9;0;0;4;1;5;8;Americas;5.46;;;;;;0;;4;9;3;1
M-95;Americas;Evil Genius;Fracture;Ascent;Haven;2do;1;0;0;0;1;8;5;3;4;0;1;7;6;7;8;0;0;7;3;8;5;Americas;5.57;;;;;;0;;8;5;3;4
M-95;Americas;FURIA;Ascent;Fracture;Haven;1ro;1;0;1;0;1;7;8;7;6;0;1;3;4;8;5;1;1;8;5;7;3;Americas;5.42;;;;;;0;;7;8;7;6
M-96;Americas;NRG;Pearl;Haven;Ascent;2do;0;1;0;0;0;2;7;5;8;0;0;9;4;5;3;1;0;4;3;5;8;Americas;5.25;;;;;;1;;2;7;5;8
M-96;Americas;Cloud9;Haven;Pearl;Ascent;1ro;0;1;1;1;1;5;3;9;4;1;1;5;8;2;7;1;0;5;8;4;3;Americas;5.78;;;;;;0;;5;3;9;4
M-97;Americas;mibr;Fracture;Pearl;Lotus;2do;0;0;No jugado;0;1;3;3;9;4;0;0;2;3;9;4;;;0;0;0;0;Americas;5.43;;;;;;1;;3;3;9;4
M-97;Americas;Sentinels;Pearl;Fracture;Lotus;1ro;1;1;No jugado;1;1;9;4;2;3;0;1;9;4;3;3;0;0;0;0;0;0;Americas;5.88;;;;;;0;;9;4;2;3
M-98;Americas;Leviatan;Haven;Icebox;Lotus;2do;0;1;0;1;1;5;6;6;7;1;0;7;8;6;7;1;1;7;4;8;5;Americas;5.47;;;;;;1;;5;6;6;7
M-98;Americas;100 Thieves;Icebox;Haven;Lotus;1ro;0;1;1;1;0;6;7;7;8;0;0;6;7;5;6;0;0;8;5;7;4;Americas;5.55;;;;;;1;;6;7;7;8
M-99;Americas;Evil Genius;Haven;Split;Pearl;2do;0;1;0;1;0;6;4;8;5;0;1;9;4;0;3;0;0;0;0;12;1;Americas;5.57;;;;;;0;;6;4;8;5
M-99;Americas;LOUD;Split;Haven;Pearl;1ro;0;1;1;0;1;0;3;9;4;1;0;8;5;6;4;1;1;12;1;0;0;Americas;5.61;;;;;;1;;0;3;9;4
M-100;Americas;Cloud9;Fracture;Ascent;Pearl;2do;1;1;No jugado;1;0;7;6;6;3;1;0;5;8;4;4;;;0;0;0;0;Americas;5.78;;;;;;1;;7;6;6;3
M-100;Americas;FURIA;Ascent;Fracture;Pearl;1ro;0;0;No jugado;1;0;4;4;5;8;1;0;6;3;7;6;0;0;0;0;0;0;Americas;5.42;;;;;;1;;4;4;5;8
M-101;Americas;KRU;Ascent;Haven;Pearl;2do;0;0;No jugado;0;0;3;1;4;9;1;1;6;4;8;5;;;0;0;0;0;Americas;5.46;;;;;;0;;3;1;4;9
M-101;Americas;NRG;Haven;Ascent;Pearl;1ro;1;1;No jugado;0;0;8;5;6;4;1;1;4;9;3;1;0;0;0;0;0;0;Americas;5.25;;;;;;0;;8;5;6;4
M-102;EMEA;Karmine Corp;Lotus;Ascent;Split;2do;0;0;No jugado;1;0;7;0;8;5;0;0;5;6;6;7;;;0;0;0;0;EMEA;5.04;;;;;;1;;7;0;8;5
M-102;EMEA;Navi;Ascent;Lotus;Split;1ro;1;1;No jugado;1;1;6;7;5;6;1;0;8;5;7;0;0;0;0;0;0;0;EMEA;5.49;;;;;;1;;6;7;5;6
